Cargo,Personal Planta Contrato Plazo Fijo,Personal Planta Contrato Plazo Indefinido,Mes,Año,Empresa
Supervisores Calidad,0.0,0.0,Septiembre,2020,Blue Shell
Monitores Calidad,0.0,12.76,Septiembre,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.0,20.6033,Septiembre,2020,Blue Shell
Tesorero,0.0,0.0,Septiembre,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Septiembre,2020,Blue Shell
Jefe RRHH,0.0,0.0,Septiembre,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Septiembre,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Septiembre,2020,Blue Shell
Control de Gestión,0.0,0.0,Septiembre,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,0.0,13.0,Septiembre,2020,Blue Shell
Operarios directos (producción),88.0,59.0,Noviembre,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",2.0,6.0,Noviembre,2020,Blue Shell
Jefes de Turno,0.0,0.0,Noviembre,2020,Blue Shell
Supervisores Producción,2.0,24.89,Noviembre,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Noviembre,2020,Blue Shell
Monitores Calidad,1.0,15.899999999999999,Noviembre,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,17.6033,Noviembre,2020,Blue Shell
Tesorero,0.0,0.0,Noviembre,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Noviembre,2020,Blue Shell
Jefe RRHH,0.0,0.0,Noviembre,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Noviembre,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Noviembre,2020,Blue Shell
Control de Gestión,0.0,0.0,Noviembre,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,1.0,20.0,Noviembre,2020,Blue Shell
Operarios directos (producción),88.0,125.0,Diciembre,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",2.0,9.0,Diciembre,2020,Blue Shell
Jefes de Turno,0.0,0.0,Diciembre,2020,Blue Shell
Supervisores Producción,2.0,32.89,Diciembre,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Diciembre,2020,Blue Shell
Monitores Calidad,1.0,18.9,Diciembre,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,16.6033,Diciembre,2020,Blue Shell
Tesorero,0.0,0.0,Diciembre,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Diciembre,2020,Blue Shell
Jefe RRHH,0.0,0.0,Diciembre,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Diciembre,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Diciembre,2020,Blue Shell
Control de Gestión,0.0,0.0,Diciembre,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,1.0,21.0,Diciembre,2020,Blue Shell
